	description	type	site	secteur	nbemploye	fondation	specialisation
60	"Depuis plus de 15 ans, Talan conseille les entreprises et les administrations, les accompagne et met en œuvre leurs projets de transformation en France et à l’international. 

Présent sur quatre continents, Talan c'est un chiffre d’affaires de 310 millions d’euros pour 3 100 consultants. Talan ambitionne d’intégrer 900 nouveaux collaborateurs en 2019. Le groupe met l’innovation au cœur de son développement et intervient dans les domaines liés aux mutations technologiques des grands groupes, comme le Big Data, l’IoT, la Blockchain et l’Intelligence Artificielle. 

Présent dans les événements incontournables du secteur, comme Viva Technology, Talan prend régulièrement la parole sur les enjeux de ces technologies révolutionnaires aux côtés d’acteurs majeurs du secteur et de parlementaires (Syntec Numérique, Forum de l’intelligence artificielle, Vivatech…).

Pour la 5ème année consécutive, Talan est lauréat du palmarès des entreprises françaises où il fait bon travailler."	Paris, Île-de-France	http://www.talan.com	Technologies et services de l’information	1 001-5 000 employés	Société civile/Société commerciale/Autres types de sociétés	2002
61	"A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.

We offer an array of integrated services that combine top-of-the-range technology with deep sector expertise and a strong command of our four key businesses.  For more information about us, check out www.capgemini.com"	Paris, France	https://www.capgemini.com	Technologies et services de l’information	10 001 employés et plus	Société cotée en bourse	1967
62	"Leader de la transformation digitale, le Groupe Sodifrance conçoit, accélère et maîtrise l’évolution des SI de ses clients pour leur permettre de gagner en performance.
Avec une gamme de services étendue (Web, Mobile, Cloud, BigData, API Management, Sécurité...), Sodifrance encourage l’innovation, l'agilité et accorde une place centrale aux technologies au service des usages. 
 
Avec 1200 collaborateurs répartis sur 11 implantations, le Groupe Sodifrance développe avec ses clients des relations de confiance en proximité pour leur permettre de faire face aux exigences du nouveau monde du numérique."	"824 sur LinkedIn
Inclut des membres avec Sodifrance comme employeur actuel, y compris les postes à temps partiel."	http://www.sodifrance.fr	"0299234600
Le numéro de téléphone est le 0299234600"	Technologies et services de l’information	Saint Grégoire, Bretagne	Société cotée en bourse
63	"Tunisie TradeNet gère, depuis sa création en février 2000, un réseau informatique qui relie les différents intervenants dans les procédures du commerce extérieur en Tunisie (Banques, Administrations, Douanes,…). 
Sous la tutelle du ministère des finances tunisien depuis 2002, TTN s’intègre dans le projet de l’administration en ligne. Le Projet a pour but de faciliter les procédures du commerce extérieur, d’en assurer la traçabilité, et de réduire les délais de séjour des marchandises aux ports. 
Ainsi, une solution apportée par Tunisie TradeNet permet aux différents opérateurs: Entreprises, Transitaires et commissionnaires en Douanes, Transporteurs et Agents maritimes de traiter les différentes formalités d’importation et d’exportation en mode électronique. 
Outre son rôle en tant qu’intermédiaire dans les échanges de documents relatifs aux procédures de commerce extérieur en mode électronique, Tunisie TradeNet se distingue en tant que société de services et d'ingénierie informatique SSII."	Tunis, Tunisie	http://www.tradenet.com.tn/portal	Technologies et services de l’information	51-200 employés	Administration publique	2000
64	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	"Depuis 2003,NUXIT, groupe Magic Online, est un hébergeur internet sûr, connu et reconnu pour son savoir-faire, la fiabilité de ses offres et son service clients d'excellence.
NUXIT s'appuie sur une infrastructure solide et sécurisée : réseau IP haute disponibilité, datacentre Tier IV, clusters Linux, serveurs haute disponibilité, Cloud computing...
Du particulier au professionnel, nous fournissons des solutions performantes et adaptées à chaque budget."	"5 sur LinkedIn
Inclut des membres avec NUXIT comme employeur actuel, y compris les postes à temps partiel."	https://www.nuxit.com	"+33 4 86 57 60 00
Le numéro de téléphone est le +33 4 86 57 60 00"	Technologies et services de l’information	Montreuil, Île-de-France	Société civile/Société commerciale/Autres types de sociétés
71	"MDweb est une société tunisienne spécialisée dans l' E-communication

Parmi nos références :
- Le Ministère de la Santé Publique tunisien
- Nedjma (opérateur téléphonique algérien)
- Selecta

Découvrez nos réalisations via nos deux sites Web:

http://www.mdweb-int.com/
http://www.mdsoft-int.com/"	Société civile/Société commerciale/Autres types de sociétés	http://www.mdweb-int.com/	Internet	11-50 employés	2005	Création site Web, Etudes en ligne et sur site de panel, Webmarketing et E-réputation
72	"Streamerz is a digital marketing agency recognized since 2005 for improving the effectiveness of marketing strategies for a growing number of loyal clients. 

Streamerz collects information concerning internet-user behavior and aids clients in choosing ad space and search marketing utilizing various medias of interactive communication such as natural reference, affiliation, e-mailing, sponsored links, and viral marketing. Through strong tactical partnerships, we are able to fully meet the diversified needs of clients and guarantee the best service in terms of reliability, availability, and price-to-performance ratio. 

Streamerz can play an integral role in media publicity, guaranteeing personalized guidance through the most popular sites in the Tunisian and international market."	Société civile/Société commerciale/Autres types de sociétés	http://www.streamerz.net	Marketing et publicité	11-50 employés	Digital Marketing, Social Media, Application Development et Banners	0.0
73	"EFF'INNOV Technologies is designer, developer and integrator of electronic embedded systems.
Our one stop services include innovation consulting, prime contracting and innovative turnkey solutions.
We support companies in their innovation projects by facilitating the access to embedded technologies."	Société civile/Société commerciale/Autres types de sociétés	http://www.effinnov.com	Technologies et services de l’information	11-50 employés	2009	Embedded systems, Connected Multimedia, Architecture, NFC, IoT, RFID, EMVCo L1/L2, Medical Devices, BLE, C/C++/C#, Java/J2E, Linux, QNX, ZigBee, SigFox, LoRa, ISO 13485:2016, ISO 62304, ISO 60601, ISO 14971, ISO 62366, IPC et JCOP
74	"The team has a multidisciplinary experience, with a capability to develop and manufacture complex equipments. 
The instruments made by CAYLAR integrate optical chains, associated mechanisms, electronics for measurement , process control, computer systems(medical, space manned flights,…).
CAYLAR integrates a wide range of technologies:
- Measurement in extreme conditions,
- photonic sensors,
- magnetic sensors,
- ultrasound sensors an actuators,
- RF components,
- Magnet Supply Units for conductive and Superconductors Magnets (1 to 10 ppm class).
- High Voltage Power Supplies,..

CAYLAR is full equipped for calibration of their products according protocols fitting with ISO900 standard. A large data base on NMR Gaussmeters guaranties traceability of these instruments of measurement as international reference."	Entreprise individuelle	http://www.caylar.net	Études/recherche	2-10 employés	2002	0.0
